Year,Month,Date,Day_of_week,Hour,Minutes,Temperature,Is_weekend,Is_holiday,Is_start_of_semester,Is_during_semester,Number_people
2017,1,1,6,0,1,48.37,1,0,0,0,0
2017,1,1,6,0,11,48.37,1,0,0,0,0
2017,1,1,6,0,21,48.37,1,0,0,0,0
2017,1,1,6,0,31,48.37,1,0,0,0,0
2017,1,1,6,0,41,48.37,1,0,0,0,1
2017,1,1,6,0,51,48.37,1,0,0,0,0
2017,1,1,6,1,1,48.0,1,0,0,0,0
2017,1,1,6,1,11,48.0,1,0,0,0,0
2017,1,1,6,1,21,48.0,1,0,0,0,0
2017,1,1,6,1,31,48.0,1,0,0,0,0
2017,1,1,6,1,41,48.0,1,0,0,0,0
2017,1,1,6,1,51,48.0,1,0,0,0,0
2017,1,1,6,2,1,47.5,1,0,0,0,1
2017,1,1,6,2,11,47.5,1,0,0,0,1
2017,1,1,6,2,21,47.5,1,0,0,0,0
2017,1,1,6,2,31,47.5,1,0,0,0,0
2017,1,1,6,2,41,47.5,1,0,0,0,0
2017,1,1,6,2,51,47.5,1,0,0,0,0
2017,1,1,6,3,1,47.6,1,0,0,0,0
2017,1,1,6,3,11,47.6,1,0,0,0,0
2017,1,1,6,3,21,47.6,1,0,0,0,0
2017,1,1,6,3,31,47.6,1,0,0,0,0
2017,1,1,6,3,41,47.6,1,0,0,0,0
2017,1,1,6,3,51,47.6,1,0,0,0,0
2017,1,1,6,4,1,47.95,1,0,0,0,0
2017,1,1,6,4,11,47.95,1,0,0,0,0
2017,1,1,6,4,21,47.95,1,0,0,0,0
2017,1,1,6,4,31,47.95,1,0,0,0,0
2017,1,1,6,4,41,47.95,1,0,0,0,0
2017,1,1,6,4,51,47.95,1,0,0,0,0
2017,1,1,6,5,1,47.83,1,0,0,0,0
2017,1,1,6,5,11,47.83,1,0,0,0,0
2017,1,1,6,5,21,47.83,1,0,0,0,0
2017,1,1,6,5,31,47.83,1,0,0,0,0
2017,1,1,6,5,41,47.83,1,0,0,0,0
2017,1,1,6,5,51,47.83,1,0,0,0,0
2017,1,1,6,6,1,48.06,1,0,0,0,1
2017,1,1,6,6,11,48.06,1,0,0,0,0
2017,1,1,6,6,21,48.06,1,0,0,0,0
2017,1,1,6,6,31,48.06,1,0,0,0,0
2017,1,1,6,6,41,48.06,1,0,0,0,0
2017,1,1,6,6,51,48.06,1,0,0,0,0
2017,1,1,6,7,1,49.63,1,0,0,0,0
2017,1,1,6,7,11,49.63,1,0,0,0,0
2017,1,1,6,7,21,49.63,1,0,0,0,1
2017,1,1,6,7,31,49.63,1,0,0,0,0
2017,1,1,6,7,41,49.63,1,0,0,0,0
2017,1,1,6,7,51,49.63,1,0,0,0,0
2017,1,1,6,8,1,50.99,1,0,0,0,0
2017,1,1,6,8,11,50.99,1,0,0,0,0
2017,1,1,6,8,21,50.99,1,0,0,0,0
2017,1,1,6,8,31,50.99,1,0,0,0,1
2017,1,1,6,8,41,50.99,1,0,0,0,0
2017,1,1,6,8,51,50.99,1,0,0,0,2
2017,1,1,6,9,2,52.42,1,0,0,0,1
2017,1,1,6,9,12,52.42,1,0,0,0,0
2017,1,1,6,9,22,52.42,1,0,0,0,0
2017,1,1,6,9,32,52.42,1,0,0,0,1
2017,1,1,6,9,42,52.42,1,0,0,0,0
2017,1,1,6,9,52,52.42,1,0,0,0,0
2017,1,1,6,10,2,53.23,1,0,0,0,0
2017,1,1,6,10,12,53.23,1,0,0,0,0
2017,1,1,6,10,22,53.23,1,0,0,0,0
2017,1,1,6,10,32,53.23,1,0,0,0,0
2017,1,1,6,10,42,53.23,1,0,0,0,0
2017,1,1,6,10,52,53.23,1,0,0,0,2
2017,1,1,6,11,2,52.1,1,0,0,0,3
2017,1,1,6,11,12,52.1,1,0,0,0,1
2017,1,1,6,11,22,52.1,1,0,0,0,3
2017,1,1,6,11,32,52.1,1,0,0,0,5
2017,1,1,6,11,42,52.1,1,0,0,0,6
2017,1,1,6,11,52,52.1,1,0,0,0,7
2017,1,1,6,12,2,50.22,1,0,0,0,6
2017,1,1,6,12,12,50.22,1,0,0,0,12
2017,1,1,6,12,22,50.22,1,0,0,0,13
2017,1,1,6,12,32,50.22,1,0,0,0,19
2017,1,1,6,12,42,50.22,1,0,0,0,10
2017,1,1,6,12,52,50.22,1,0,0,0,16
2017,1,1,6,13,2,49.02,1,0,0,0,7
2017,1,1,6,13,12,49.02,1,0,0,0,7
2017,1,1,6,13,22,49.02,1,0,0,0,9
2017,1,1,6,13,32,49.02,1,0,0,0,9
2017,1,1,6,13,42,49.02,1,0,0,0,7
2017,1,1,6,13,52,49.02,1,0,0,0,8
2017,1,1,6,14,2,48.88,1,0,0,0,5
2017,1,1,6,14,12,48.88,1,0,0,0,3
2017,1,1,6,14,22,48.88,1,0,0,0,6
2017,1,1,6,14,32,48.88,1,0,0,0,8
2017,1,1,6,14,42,48.88,1,0,0,0,6
2017,1,1,6,14,52,48.88,1,0,0,0,5
2017,1,1,6,15,2,48.54,1,0,0,0,5
2017,1,1,6,15,12,48.54,1,0,0,0,6
2017,1,1,6,15,22,48.54,1,0,0,0,5
2017,1,1,6,15,32,48.54,1,0,0,0,5
2017,1,1,6,15,42,48.54,1,0,0,0,9
2017,1,1,6,15,52,48.54,1,0,0,0,8
2017,1,1,6,16,2,48.07,1,0,0,0,6
2017,1,1,6,16,12,48.07,1,0,0,0,9
2017,1,1,6,16,22,48.07,1,0,0,0,8
2017,1,1,6,16,33,48.07,1,0,0,0,11
2017,1,1,6,16,43,48.07,1,0,0,0,8
2017,1,1,6,16,53,48.07,1,0,0,0,12
2017,1,1,6,17,3,47.52,1,0,0,0,11
2017,1,1,6,17,13,47.52,1,0,0,0,11
2017,1,1,6,17,23,47.52,1,0,0,0,9
2017,1,1,6,17,33,47.52,1,0,0,0,16
2017,1,1,6,17,43,47.52,1,0,0,0,12
2017,1,1,6,17,53,47.52,1,0,0,0,12
2017,1,1,6,18,3,47.68,1,0,0,0,14
2017,1,1,6,18,13,47.68,1,0,0,0,15
2017,1,1,6,18,23,47.68,1,0,0,0,18
2017,1,1,6,18,33,47.68,1,0,0,0,17
2017,1,1,6,18,43,47.68,1,0,0,0,14
2017,1,1,6,18,53,47.68,1,0,0,0,12
2017,1,1,6,19,3,47.2,1,0,0,0,8
2017,1,1,6,19,13,47.2,1,0,0,0,3
2017,1,1,6,19,23,47.2,1,0,0,0,1
2017,1,1,6,19,33,47.2,1,0,0,0,2
2017,1,1,6,19,43,47.2,1,0,0,0,3
2017,1,1,6,19,53,47.2,1,0,0,0,2
2017,1,1,6,20,3,46.83,1,0,0,0,1
2017,1,1,6,20,13,46.83,1,0,0,0,3
2017,1,1,6,20,23,46.83,1,0,0,0,2
2017,1,1,6,20,33,46.83,1,0,0,0,1
2017,1,1,6,20,43,46.83,1,0,0,0,3
2017,1,1,6,20,53,46.83,1,0,0,0,1
2017,1,1,6,21,3,46.5,1,0,0,0,5
2017,1,1,6,21,13,46.5,1,0,0,0,3
2017,1,1,6,21,23,46.5,1,0,0,0,0
2017,1,1,6,21,33,46.5,1,0,0,0,0
2017,1,1,6,21,43,46.5,1,0,0,0,0
2017,1,1,6,21,53,46.5,1,0,0,0,2
2017,1,1,6,22,3,45.41,1,0,0,0,0
2017,1,1,6,22,13,45.41,1,0,0,0,0
2017,1,1,6,22,23,45.41,1,0,0,0,1
2017,1,1,6,22,33,45.41,1,0,0,0,0
2017,1,1,6,22,43,45.41,1,0,0,0,0
2017,1,1,6,22,53,45.41,1,0,0,0,1
2017,1,1,6,23,0,47.2,1,0,0,0,1
2017,1,1,6,23,3,47.2,1,0,0,0,0
2017,1,1,6,23,14,47.2,1,0,0,0,0
2017,1,1,6,23,24,47.2,1,0,0,0,0
2017,1,1,6,23,34,47.2,1,0,0,0,0
2017,1,1,6,23,44,47.2,1,0,0,0,0
2017,1,1,6,23,54,47.2,1,0,0,0,0
2017,1,2,0,0,4,46.83,0,1,0,0,1
2017,1,2,0,0,14,46.83,0,1,0,0,0
2017,1,2,0,0,24,46.83,0,1,0,0,0
2017,1,2,0,0,34,46.83,0,1,0,0,0
2017,1,2,0,0,44,46.83,0,1,0,0,0
2017,1,2,0,0,54,46.83,0,1,0,0,0
2017,1,2,0,1,4,46.5,0,1,0,0,0
2017,1,2,0,1,14,46.5,0,1,0,0,0
2017,1,2,0,1,24,46.5,0,1,0,0,0
2017,1,2,0,1,34,46.5,0,1,0,0,0
2017,1,2,0,1,44,46.5,0,1,0,0,0
2017,1,2,0,1,54,46.5,0,1,0,0,0
2017,1,2,0,2,4,45.41,0,1,0,0,0
2017,1,2,0,2,14,45.41,0,1,0,0,0
2017,1,2,0,2,24,45.41,0,1,0,0,0
2017,1,2,0,2,34,45.41,0,1,0,0,0
2017,1,2,0,2,44,45.41,0,1,0,0,0
2017,1,2,0,2,54,45.41,0,1,0,0,0
2017,1,2,0,3,4,44.85,0,1,0,0,0
2017,1,2,0,3,14,44.85,0,1,0,0,0
2017,1,2,0,3,24,44.85,0,1,0,0,0
2017,1,2,0,3,34,44.85,0,1,0,0,0
2017,1,2,0,3,44,44.85,0,1,0,0,0
2017,1,2,0,3,54,44.85,0,1,0,0,0
