Year,Month,Date,Day_of_week,Hour,Minutes,Temperature,Is_weekend,Is_holiday,Is_start_of_semester,Is_during_semester,Number_people
2016,1,1,4,0,0,44.34,0,0,0,0,0
2016,1,1,4,0,20,44.34,0,0,0,0,0
2016,1,1,4,0,30,44.34,0,0,0,0,1
2016,1,1,4,0,40,44.34,0,0,0,0,0
2016,1,1,4,0,50,44.34,0,0,0,0,0
2016,1,1,4,1,0,43.58,0,0,0,0,1
2016,1,1,4,5,20,41.76,0,0,0,0,0
2016,1,1,4,5,30,41.76,0,0,0,0,0
2016,1,1,4,5,40,41.76,0,0,0,0,0
2016,1,1,4,5,50,41.76,0,0,0,0,0
2016,1,1,4,6,0,41.31,0,0,0,0,0
2016,1,1,4,6,20,41.31,0,0,0,0,0
2016,1,1,4,6,30,41.31,0,0,0,0,0
2016,1,1,4,6,40,41.31,0,0,0,0,0
2016,1,1,4,6,50,41.31,0,0,0,0,0
2016,1,1,4,7,0,41.28,0,0,0,0,0
2016,1,1,4,7,20,41.28,0,0,0,0,0
2016,1,1,4,7,30,41.28,0,0,0,0,0
2016,1,1,4,7,40,41.28,0,0,0,0,0
2016,1,1,4,7,50,41.28,0,0,0,0,0
2016,1,1,4,8,0,42.86,0,0,0,0,0
2016,1,1,4,8,20,42.86,0,0,0,0,0
2016,1,1,4,8,30,42.86,0,0,0,0,0
2016,1,1,4,8,40,42.86,0,0,0,0,1
2016,1,1,4,8,50,42.86,0,0,0,0,0
2016,1,1,4,9,0,45.79,0,0,0,0,1
2016,1,1,4,9,20,45.79,0,0,0,0,1
2016,1,1,4,9,30,45.79,0,0,0,0,2
2016,1,1,4,9,40,45.79,0,0,0,0,0
2016,1,1,4,9,50,45.79,0,0,0,0,0
2016,1,1,4,10,0,46.42,0,0,0,0,0
2016,1,1,4,10,20,46.42,0,0,0,0,2
2016,1,1,4,10,30,46.42,0,0,0,0,1
2016,1,1,4,10,40,46.42,0,0,0,0,2
2016,1,1,4,10,50,46.42,0,0,0,0,6
2016,1,1,4,11,0,47.69,0,0,0,0,8
2016,1,1,4,11,20,47.69,0,0,0,0,20
2016,1,1,4,11,30,47.69,0,0,0,0,16
2016,1,1,4,11,40,47.69,0,0,0,0,20
2016,1,1,4,11,50,47.69,0,0,0,0,24
2016,1,1,4,12,0,47.97,0,0,0,0,24
2016,1,1,4,12,20,47.97,0,0,0,0,25
2016,1,1,4,12,30,47.97,0,0,0,0,23
2016,1,1,4,12,40,47.97,0,0,0,0,27
2016,1,1,4,12,50,47.97,0,0,0,0,25
2016,1,1,4,13,0,48.53,0,0,0,0,18
2016,1,1,4,13,20,48.53,0,0,0,0,17
2016,1,1,4,13,30,48.53,0,0,0,0,16
2016,1,1,4,13,40,48.53,0,0,0,0,18
2016,1,1,4,13,50,48.53,0,0,0,0,12
2016,1,1,4,14,0,49.73,0,0,0,0,20
2016,1,1,4,14,20,49.73,0,0,0,0,19
2016,1,1,4,14,30,49.73,0,0,0,0,16
2016,1,1,4,14,40,49.73,0,0,0,0,22
2016,1,1,4,14,50,49.73,0,0,0,0,15
2016,1,1,4,15,0,49.0,0,0,0,0,19
2016,1,1,4,15,20,49.0,0,0,0,0,16
2016,1,1,4,15,30,49.0,0,0,0,0,16
2016,1,1,4,15,40,49.0,0,0,0,0,16
2016,1,1,4,15,50,49.0,0,0,0,0,22
2016,1,1,4,16,0,47.73,0,0,0,0,22
2016,1,1,4,16,20,47.73,0,0,0,0,23
2016,1,1,4,16,30,47.73,0,0,0,0,29
2016,1,1,4,16,40,47.73,0,0,0,0,28
2016,1,1,4,16,50,47.73,0,0,0,0,29
2016,1,1,4,17,0,46.8,0,0,0,0,32
2016,1,1,4,17,20,46.8,0,0,0,0,37
2016,1,1,4,17,30,46.8,0,0,0,0,28
2016,1,1,4,17,40,46.8,0,0,0,0,38
2016,1,1,4,17,50,46.8,0,0,0,0,44
2016,1,1,4,18,0,46.24,0,0,0,0,32
2016,1,1,4,18,20,46.24,0,0,0,0,31
2016,1,1,4,18,30,46.24,0,0,0,0,30
2016,1,1,4,18,40,46.24,0,0,0,0,28
2016,1,1,4,18,50,46.24,0,0,0,0,20
2016,1,1,4,19,0,46.0,0,0,0,0,25
2016,1,1,4,19,20,46.0,0,0,0,0,3
2016,1,1,4,19,30,46.0,0,0,0,0,5
2016,1,1,4,19,40,46.0,0,0,0,0,7
2016,1,1,4,19,50,46.0,0,0,0,0,5
2016,1,1,4,20,0,45.8,0,0,0,0,4
2016,1,1,4,20,20,45.8,0,0,0,0,1
2016,1,1,4,20,30,45.8,0,0,0,0,1
2016,1,1,4,20,40,45.8,0,0,0,0,0
2016,1,1,4,20,50,45.8,0,0,0,0,0
2016,1,1,4,21,0,46.0,0,0,0,0,3
2016,1,1,4,21,20,46.0,0,0,0,0,0
2016,1,1,4,21,30,46.0,0,0,0,0,1
2016,1,1,4,21,40,46.0,0,0,0,0,0
2016,1,1,4,21,50,46.0,0,0,0,0,1
2016,1,1,4,22,0,45.8,0,0,0,0,11
2016,1,1,4,22,20,45.8,0,0,0,0,15
2016,1,1,4,22,30,45.8,0,0,0,0,4
2016,1,1,4,22,40,45.8,0,0,0,0,2
2016,1,1,4,22,50,45.8,0,0,0,0,3
2016,1,1,4,23,0,46.04,0,0,0,0,5
2016,1,1,4,23,20,46.04,0,0,0,0,0
2016,1,1,4,23,30,46.04,0,0,0,0,1
2016,1,1,4,23,40,46.04,0,0,0,0,0
2016,1,1,4,23,50,46.04,0,0,0,0,1
2016,1,2,5,0,0,45.32,1,0,0,0,0
2016,1,2,5,0,20,45.32,1,0,0,0,0
2016,1,2,5,0,30,45.32,1,0,0,0,0
2016,1,2,5,0,40,45.32,1,0,0,0,0
2016,1,2,5,0,50,45.32,1,0,0,0,1
2016,1,2,5,1,0,45.31,1,0,0,0,0
2016,1,2,5,5,20,45.72,1,0,0,0,1
2016,1,2,5,5,30,45.72,1,0,0,0,0
2016,1,2,5,5,40,45.72,1,0,0,0,0
2016,1,2,5,5,50,45.72,1,0,0,0,0
2016,1,2,5,6,0,45.49,1,0,0,0,0
2016,1,2,5,6,20,45.49,1,0,0,0,0
2016,1,2,5,6,30,45.49,1,0,0,0,0
2016,1,2,5,6,40,45.49,1,0,0,0,0
2016,1,2,5,6,50,45.49,1,0,0,0,0
2016,1,2,5,7,0,45.53,1,0,0,0,0
2016,1,2,5,7,20,45.53,1,0,0,0,1
2016,1,2,5,7,30,45.53,1,0,0,0,3
2016,1,2,5,7,40,45.53,1,0,0,0,3
2016,1,2,5,7,50,45.53,1,0,0,0,1
2016,1,2,5,8,0,45.8,1,0,0,0,1
2016,1,2,5,8,20,45.8,1,0,0,0,3
2016,1,2,5,8,30,45.8,1,0,0,0,4
2016,1,2,5,8,40,45.8,1,0,0,0,6
2016,1,2,5,8,50,45.8,1,0,0,0,6
2016,1,2,5,9,0,47.0,1,0,0,0,13
2016,1,2,5,9,20,47.0,1,0,0,0,10
2016,1,2,5,9,30,47.0,1,0,0,0,10
2016,1,2,5,9,40,47.0,1,0,0,0,13
2016,1,2,5,9,50,47.0,1,0,0,0,17
2016,1,2,5,10,0,48.8,1,0,0,0,17
2016,1,2,5,10,20,48.8,1,0,0,0,19
2016,1,2,5,10,30,48.8,1,0,0,0,15
2016,1,2,5,10,40,48.8,1,0,0,0,18
2016,1,2,5,10,50,48.8,1,0,0,0,21
2016,1,2,5,11,0,49.34,1,0,0,0,18
2016,1,2,5,11,20,49.34,1,0,0,0,26
2016,1,2,5,11,30,49.34,1,0,0,0,26
2016,1,2,5,11,40,49.34,1,0,0,0,25
2016,1,2,5,11,50,49.34,1,0,0,0,22
2016,1,2,5,12,0,49.81,1,0,0,0,21
2016,1,2,5,12,20,49.81,1,0,0,0,30
2016,1,2,5,12,30,49.81,1,0,0,0,28
2016,1,2,5,12,40,49.81,1,0,0,0,28
2016,1,2,5,12,50,49.81,1,0,0,0,28
2016,1,2,5,13,0,49.49,1,0,0,0,29
2016,1,2,5,13,20,49.49,1,0,0,0,30
2016,1,2,5,13,30,49.49,1,0,0,0,38
2016,1,2,5,13,40,49.49,1,0,0,0,33
