Year,Month,Date,Day_of_week,Hour,Minutes,Temperature,Is_weekend,Is_holiday,Is_start_of_semester,Is_during_semester,Number_people
0.0,0.0,0.43333333333333335,0.6666666666666666,0.7391304347826086,0.0,0.6857026310422192,0.0,0.0,0.0,0.0,37
0.0,0.0,0.43333333333333335,0.6666666666666666,0.7391304347826086,0.3389830508474576,0.6857026310422192,0.0,0.0,0.0,0.0,45
0.0,0.0,0.43333333333333335,0.6666666666666666,0.7391304347826086,0.5084745762711864,0.6857026310422192,0.0,0.0,0.0,0.0,40
0.0,0.0,0.43333333333333335,0.6666666666666666,0.7391304347826086,0.6779661016949152,0.6857026310422192,0.0,0.0,0.0,0.0,44
0.0,0.0,0.43333333333333335,0.6666666666666666,0.7391304347826086,0.847457627118644,0.6857026310422192,0.0,0.0,0.0,0.0,45
0.0,0.0,0.43333333333333335,0.6666666666666666,0.7826086956521738,0.0,0.6936569447277179,0.0,0.0,0.0,0.0,46
0.0,0.0,0.43333333333333335,0.6666666666666666,0.7826086956521738,0.3389830508474576,0.6936569447277179,0.0,0.0,0.0,0.0,43
0.0,0.0,0.43333333333333335,0.6666666666666666,0.7826086956521738,0.5084745762711864,0.6936569447277179,0.0,0.0,0.0,0.0,53
0.0,0.0,0.43333333333333335,0.6666666666666666,0.7826086956521738,0.6779661016949152,0.6936569447277179,0.0,0.0,0.0,0.0,54
0.0,0.0,0.43333333333333335,0.6666666666666666,0.7826086956521738,0.847457627118644,0.6936569447277179,0.0,0.0,0.0,0.0,43
0.0,0.0,0.43333333333333335,0.6666666666666666,0.8260869565217391,0.0,0.6491943707933918,0.0,0.0,0.0,0.0,39
0.0,0.0,0.43333333333333335,0.6666666666666666,0.8260869565217391,0.3389830508474576,0.6491943707933918,0.0,0.0,0.0,0.0,38
0.0,0.0,0.43333333333333335,0.6666666666666666,0.8260869565217391,0.5084745762711864,0.6491943707933918,0.0,0.0,0.0,0.0,45
0.0,0.0,0.43333333333333335,0.6666666666666666,0.8260869565217391,0.6779661016949152,0.6491943707933918,0.0,0.0,0.0,0.0,41
0.0,0.0,0.43333333333333335,0.6666666666666666,0.8260869565217391,0.847457627118644,0.6491943707933918,0.0,0.0,0.0,0.0,36
0.0,0.0,0.43333333333333335,0.6666666666666666,0.8695652173913043,0.0,0.6253314297368957,0.0,0.0,0.0,0.0,42
0.0,0.0,0.43333333333333335,0.6666666666666666,0.8695652173913043,0.3559322033898305,0.6253314297368957,0.0,0.0,0.0,0.0,35
0.0,0.0,0.43333333333333335,0.6666666666666666,0.8695652173913043,0.5254237288135594,0.6253314297368957,0.0,0.0,0.0,0.0,36
0.0,0.0,0.43333333333333335,0.6666666666666666,0.8695652173913043,0.6949152542372882,0.6253314297368957,0.0,0.0,0.0,0.0,48
0.0,0.0,0.43333333333333335,0.6666666666666666,0.8695652173913043,0.864406779661017,0.6253314297368957,0.0,0.0,0.0,0.0,40
0.0,0.0,0.43333333333333335,0.6666666666666666,0.9130434782608695,0.01694915254237288,0.6098307158882319,0.0,0.0,0.0,0.0,49
0.0,0.0,0.43333333333333335,0.6666666666666666,0.9130434782608695,0.3389830508474576,0.6098307158882319,0.0,0.0,0.0,0.0,37
0.0,0.0,0.43333333333333335,0.6666666666666666,0.9130434782608695,0.5084745762711864,0.6098307158882319,0.0,0.0,0.0,0.0,48
0.0,0.0,0.43333333333333335,0.6666666666666666,0.9130434782608695,0.6779661016949152,0.6098307158882319,0.0,0.0,0.0,0.0,45
0.0,0.0,0.43333333333333335,0.6666666666666666,0.9130434782608695,0.847457627118644,0.6098307158882319,0.0,0.0,0.0,0.0,45
0.0,0.0,0.43333333333333335,0.6666666666666666,0.9565217391304348,0.0,0.5998368345910665,0.0,0.0,0.0,0.0,38
0.0,0.0,0.43333333333333335,0.6666666666666666,0.9565217391304348,0.3389830508474576,0.5998368345910665,0.0,0.0,0.0,0.0,41
0.0,0.0,0.43333333333333335,0.6666666666666666,0.9565217391304348,0.5084745762711864,0.5998368345910665,0.0,0.0,0.0,0.0,41
0.0,0.0,0.43333333333333335,0.6666666666666666,0.9565217391304348,0.6779661016949152,0.5998368345910665,0.0,0.0,0.0,0.0,37
0.0,0.0,0.43333333333333335,0.6666666666666666,0.9565217391304348,0.847457627118644,0.5998368345910665,0.0,0.0,0.0,0.0,33
0.0,0.0,0.43333333333333335,0.6666666666666666,1.0,0.0,0.5886192127269019,0.0,0.0,0.0,0.0,22
0.0,0.0,0.43333333333333335,0.6666666666666666,1.0,0.3389830508474576,0.5886192127269019,0.0,0.0,0.0,0.0,2
0.0,0.0,0.43333333333333335,0.6666666666666666,1.0,0.5084745762711864,0.5886192127269019,0.0,0.0,0.0,0.0,1
0.0,0.0,0.43333333333333335,0.6666666666666666,1.0,0.6779661016949152,0.5886192127269019,0.0,0.0,0.0,0.0,0
0.0,0.0,0.43333333333333335,0.6666666666666666,1.0,0.847457627118644,0.5886192127269019,0.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.0,0.0,0.5837242504589029,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.0,0.3389830508474576,0.5837242504589029,1.0,0.0,0.0,0.0,1
0.0,0.0,0.4666666666666667,0.8333333333333333,0.0,0.5084745762711864,0.5837242504589029,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.0,0.6779661016949152,0.5837242504589029,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.0,0.847457627118644,0.5837242504589029,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.043478260869565216,0.0,0.5747501529675707,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.21739130434782608,0.3389830508474576,0.5492555578217417,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.21739130434782608,0.5084745762711864,0.5492555578217417,1.0,0.0,0.0,0.0,1
0.0,0.0,0.4666666666666667,0.8333333333333333,0.21739130434782608,0.6779661016949152,0.5492555578217417,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.21739130434782608,0.847457627118644,0.5492555578217417,1.0,0.0,0.0,0.0,1
0.0,0.0,0.4666666666666667,0.8333333333333333,0.2608695652173913,0.0,0.5543544768509074,1.0,0.0,0.0,0.0,1
0.0,0.0,0.4666666666666667,0.8333333333333333,0.2608695652173913,0.3389830508474576,0.5543544768509074,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.2608695652173913,0.5084745762711864,0.5543544768509074,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.2608695652173913,0.6779661016949152,0.5543544768509074,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.2608695652173913,0.847457627118644,0.5543544768509074,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.30434782608695654,0.0,0.5845400775035692,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.30434782608695654,0.3389830508474576,0.5845400775035692,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.30434782608695654,0.5084745762711864,0.5845400775035692,1.0,0.0,0.0,0.0,0
0.0,0.0,0.4666666666666667,0.8333333333333333,0.30434782608695654,0.6779661016949152,0.5845400775035692,1.0,0.0,0.0,0.0,3
0.0,0.0,0.4666666666666667,0.8333333333333333,0.30434782608695654,0.847457627118644,0.5845400775035692,1.0,0.0,0.0,0.0,2
0.0,0.0,0.4666666666666667,0.8333333333333333,0.34782608695652173,0.0,0.6049357536202324,1.0,0.0,0.0,0.0,6
0.0,0.0,0.4666666666666667,0.8333333333333333,0.34782608695652173,0.3389830508474576,0.6049357536202324,1.0,0.0,0.0,0.0,15
